,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
202,N/A,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,N/A,19.73,3.48,5.36,18.79,28.33,15.14,27.93,27.42,6130000000.0,6130000000.0,13.16,1.27,3.15,10.31,3.15,1590000000.0,10.31,365650000.0,5.10,0.70,5.80,791500000.0,11.51,0.00,1.51,18.36,702020000.0,1.04,0.26,101.80,6360000.0,3.53,9.27,5770000.0,N/A
203,N/A,N/A,fhn,N/A,N/A,N/A,N/A,N/A,N/A,38.91,2.64,1.36,7.46,27.39,0.38,3.73,4.92,3100000000.0,3100000000.0,12.36,1.76,2.69,N/A,2.69,N/A,N/A,79680000.0,0.34,0.20,10.80,2430000000.0,10.23,2390000000.0,N/A,9.42,367160000.0,0.90,1.24,83.90,13720000.0,3.80,5.94,13880000.0,N/A
204,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,122.40,28.75,3.03,2.14,9.57,19.94,4.03,8.18,23.14,31230000000.0,31230000000.0,14.51,1.38,4.74,18.53,4.74,2200000000.0,18.53,638800000.0,2.19,46.10,11.00,687600000.0,2.12,11510000000.0,1.49,28.72,1140000000.0,0.75,1.01,84.50,3720000.0,1.92,1.33,2760000.0,N/A
205,N/A,N/A,fisv,N/A,N/A,N/A,N/A,N/A,161.39,32.82,4.09,8.17,13.55,24.95,8.79,23.91,22.46,25900000000.0,25900000000.0,19.87,1.79,4.93,16.16,4.93,2340000000.0,16.16,712000000.0,2.99,4.40,4.00,275000000.0,1.23,4290000000.0,1.00,11.81,1350000000.0,0.78,0.30,91.60,3640000.0,2.84,1.79,3370000.0,N/A
206,N/A,N/A,fl,N/A,N/A,N/A,N/A,N/A,5.09,16.70,1.19,3.45,7.30,12.71,16.01,21.43,52.64,8020000000.0,8020000000.0,12.26,1.18,1.08,7.37,1.08,2370000000.0,7.37,541000000.0,3.84,8.20,5.00,1020000000.0,7.35,130000000.0,3.71,18.38,N/A,0.57,1.12,99.80,21350000.0,8.46,15.45,22580000.0,N/A
207,N/A,N/A,flir,N/A,N/A,N/A,N/A,N/A,21.73,18.65,2.78,2.63,15.52,19.73,8.06,14.83,11.17,4310000000.0,4310000000.0,17.15,1.25,2.77,12.09,2.77,753560000.0,12.09,241690000.0,1.72,3.50,0.80,472790000.0,3.43,358440000.0,2.20,11.95,275810000.0,0.42,6.05,86.60,3910000.0,2.11,3.18,3700000.0,N/A
208,N/A,N/A,flr,N/A,N/A,N/A,N/A,N/A,31.88,18.29,0.38,2.31,2.28,5.11,7.32,15.17,125.09,5990000000.0,5990000000.0,13.93,1.69,0.33,5.37,0.33,1090000000.0,5.37,418170000.0,2.81,N/A,19.90,2150000000.0,15.46,992660000.0,1.80,21.56,849130000.0,1.24,0.28,85.40,8320000.0,4.39,6.51,9200000.0,N/A
209,N/A,N/A,fls,N/A,N/A,N/A,N/A,N/A,96.88,22.59,1.25,3.40,5.87,13.93,7.89,15.08,34.27,7140000000.0,7140000000.0,16.37,2.32,1.57,9.37,1.57,1490000000.0,9.37,267680000.0,2.00,55.10,6.80,366470000.0,2.82,1630000000.0,1.94,12.91,417090000.0,1.58,0.39,96.70,7570000.0,5.14,6.46,7870000.0,N/A
210,N/A,N/A,flws,N/A,N/A,N/A,N/A,N/A,48.28,15.15,0.45,2.01,3.08,4.08,4.83,14.23,17.85,537770000.0,537770000.0,15.21,1.04,0.46,6.76,0.46,487200000.0,6.76,35820000.0,0.53,34.40,2.60,108440000.0,1.68,124690000.0,1.34,3.99,59170000.0,1.86,8.83,78.10,2730000.0,5.84,8.56,2150000.0,N/A
211,N/A,N/A,fmc,N/A,N/A,N/A,N/A,N/A,114.41,10.98,1.60,2.81,14.92,15.85,5.57,10.25,24.51,7470000000.0,7470000000.0,13.16,1.63,2.28,11.76,2.28,1080000000.0,11.76,187400000.0,3.66,N/A,1.30,78600000.0,0.59,2180000000.0,2.05,13.96,357700000.0,1.74,0.56,97.40,10700000.0,8.11,9.12,9120000.0,N/A
212,N/A,N/A,fosl,N/A,N/A,N/A,N/A,N/A,86.67,11.03,0.73,2.52,6.83,9.78,8.65,23.99,66.16,2910000000.0,2910000000.0,15.64,2.16,0.90,7.28,0.90,1750000000.0,7.28,220600000.0,4.51,54.30,6.80,289300000.0,6.02,808300000.0,2.95,19.39,N/A,0.77,31.56,89.40,8450000.0,4.43,19.52,9090000.0,N/A
213,N/A,N/A,fslr,N/A,N/A,N/A,N/A,N/A,6.10,13.09,1.97,1.27,15.27,14.44,4.60,10.37,35.48,5660000000.0,5660000000.0,17.94,8.79,1.58,7.31,1.58,919270000.0,7.31,546420000.0,5.37,15.10,6.50,1830000000.0,17.99,338320000.0,3.48,54.52,360920000.0,2.68,26.64,57.20,5560000.0,2.17,7.69,5650000.0,N/A
214,N/A,N/A,fti,N/A,N/A,N/A,N/A,N/A,45.68,16.20,0.90,2.29,6.18,10.13,5.92,15.77,27.56,6490000000.0,6490000000.0,23.74,1.51,1.02,7.24,1.02,1470000000.0,7.24,393100000.0,1.70,67.00,33.80,916200000.0,4.04,1160000000.0,1.69,11.08,932400000.0,0.89,7.32,88.60,11280000.0,2.74,6.11,11660000.0,N/A
215,N/A,N/A,ftr,N/A,N/A,N/A,N/A,N/A,286.57,N/A,1.11,1.11,3.52,17.59,2.67,4.23,5.14,21440000000.0,21440000000.0,N/A,9.33,3.84,9.32,3.84,5580000000.0,9.32,319000000.0,0.29,N/A,6.20,936000000.0,0.80,16090000000.0,5.35,4.81,1300000000.0,0.65,0.62,71.00,173580000.0,10.91,17.46,173860000.0,N/A
216,N/A,N/A,gas,N/A,N/A,N/A,N/A,N/A,121.51,22.01,1.97,1.98,8.96,20.40,3.39,9.56,32.95,12590000000.0,12590000000.0,N/A,N/A,3.20,10.48,3.20,1380000000.0,10.48,353000000.0,2.94,27.70,33.40,27000000.0,0.22,4830000000.0,0.71,32.64,1380000000.0,0.35,0.58,64.20,1820000.0,2.45,1.52,1550000.0,N/A
217,N/A,N/A,gci,N/A,N/A,N/A,N/A,N/A,N/A,11.99,0.62,1.67,5.06,9.56,7.17,14.64,25.05,1540000000.0,1540000000.0,8.87,N/A,0.54,4.02,0.54,1020000000.0,4.02,146090000.0,1.25,69.60,9.70,196700000.0,1.69,0.00,1.28,9.15,231020000.0,0.52,0.26,99.00,8430000.0,7.26,N/A,7890000.0,N/A
218,N/A,N/A,gd,N/A,N/A,N/A,N/A,N/A,31.65,14.93,1.32,3.88,9.42,13.28,7.76,26.28,97.94,42840000000.0,42840000000.0,13.42,1.49,1.36,9.19,1.36,6130000000.0,9.19,2960000000.0,9.08,9.00,6.60,2780000000.0,8.94,3400000000.0,1.17,34.46,2460000000.0,0.91,0.52,88.50,0.93,0.93,0.68,1830000.0,N/A
219,N/A,N/A,ge,N/A,N/A,N/A,N/A,N/A,192.15,N/A,2.49,2.97,5.22,7.96,1.02,1.42,11.81,483460000000.0,483460000000.0,17.14,2.28,4.12,30.45,4.12,32090000000.000004,30.45,1350000000.0,0.62,22.30,9.60,10500000000.0,1.08,198300000000.0,6.07,10.09,N/A,1.22,0.05,56.60,121430000.0,2.11,1.21,119220000.0,N/A
220,N/A,N/A,ges,N/A,N/A,N/A,N/A,N/A,0.65,21.70,0.84,1.87,3.92,6.41,5.66,8.47,26.49,1480000000.0,1480000000.0,21.12,3.09,0.66,6.77,0.66,867880000.0,6.77,87390000.0,1.03,40.10,11.70,402390000.0,4.80,6640000.0,3.21,11.96,223440000.0,0.49,30.45,89.90,9110000.0,6.98,22.47,10480000.0,N/A
221,N/A,N/A,gild,N/A,N/A,N/A,N/A,N/A,116.02,7.53,3.71,6.80,55.48,68.00,32.07,103.61,22.29,130110000000.00002,130110000000.00002,7.20,1.37,3.99,5.59,3.99,28630000000.0,5.59,18110000000.0,11.91,34.30,16.30,14610000000.0,10.69,22180000000.0,2.50,13.04,20330000000.0,1.39,0.60,83.40,21370000.0,1.65,1.45,23160000.0,N/A
222,N/A,N/A,gis,N/A,N/A,N/A,N/A,N/A,147.49,25.25,2.08,7.49,8.60,16.95,8.00,23.55,28.81,44400000000.0,44400000000.0,19.95,3.80,2.57,12.81,2.57,5950000000.0,12.81,1490000000.0,2.42,53.00,6.10,649800000.0,1.10,8820000000.0,0.82,8.09,2840000000.0,0.63,0.32,71.70,12250000.0,3.17,2.05,11120000.0,N/A
223,N/A,N/A,glw,N/A,N/A,N/A,N/A,N/A,23.98,19.51,2.32,1.30,14.70,14.32,2.78,6.61,7.47,21570000000.0,21570000000.0,12.16,4.30,2.37,8.67,2.37,3650000000.0,8.67,1240000000.0,1.00,77.30,7.20,4600000000.0,4.13,4520000000.0,2.94,14.59,2810000000.0,1.32,0.19,80.20,38860000.0,2.98,3.07,45380000.0,N/A
224,N/A,N/A,gmcr,N/A,N/A,N/A,N/A,N/A,23.83,30.45,3.12,5.43,10.66,17.14,10.80,15.63,28.47,N/A,N/A,25.46,1.81,N/A,N/A,N/A,N/A,N/A,468190000.0,3.01,22.40,9.20,214910000.0,1.44,600530000.0,2.61,16.89,946780000.0,0.86,25.34,67.60,7200000.0,2.26,7.01,7850000.0,N/A
225,N/A,N/A,gme,N/A,N/A,N/A,N/A,N/A,18.07,8.30,0.34,1.64,4.29,7.18,8.83,20.21,87.04,3380000000.0,3380000000.0,7.54,0.83,0.36,4.12,0.36,2780000000.0,4.12,399100000.0,3.71,0.90,3.60,186200000.0,1.78,350900000.0,1.05,18.51,632000000.0,1.33,1.88,136.40,43430000.0,15.18,48.96,46070000.0,N/A
226,N/A,N/A,gnw,N/A,N/A,N/A,N/A,N/A,45.56,N/A,0.16,0.10,7.20,4.73,0.23,0.04,17.18,1450000000.0,1450000000.0,3.01,0.62,0.17,1.37,0.17,2089999999.9999998,1.37,208000000.0,1.24,N/A,11.10,6610000000.0,13.28,6670000000.0,2.23,25.76,N/A,2.64,0.16,82.10,23260000.0,2.55,4.68,24110000.0,N/A
227,N/A,N/A,goog,N/A,N/A,N/A,N/A,N/A,6.36,30.81,6.54,4.07,21.80,25.82,8.75,14.58,109.53,436010000000.0,436010000000.0,18.02,1.26,5.81,17.85,5.81,N/A,17.85,16350000000.000002,23.59,N/A,N/A,71930000000.0,104.50,7650000000.0,4.67,175.07,26020000000.0,1.03,0.01,73.10,3210000.0,1.38,N/A,3360000.0,N/A
228,N/A,N/A,gpc,N/A,N/A,N/A,N/A,N/A,20.98,20.60,0.92,4.48,4.62,7.36,8.57,21.81,100.75,14710000000.0,14710000000.0,18.66,4.49,0.96,11.62,0.96,4560000000.0,11.62,705670000.0,4.63,2.60,3.70,211630000.0,1.42,662640000.0,1.41,20.97,1160000000.0,1.04,2.72,73.70,6400000.0,7.01,4.31,5380000.0,N/A
229,N/A,N/A,gps,N/A,N/A,N/A,N/A,N/A,68.02,13.53,0.74,4.62,5.82,9.65,12.56,33.28,38.44,12340000000.0,12340000000.0,12.57,3.61,0.78,6.02,0.78,6290000000.0,6.02,920000000.0,2.23,32.90,6.90,1370000000.0,3.45,1730000000.0,1.57,6.41,1590000000.0,0.92,43.41,60.20,0.00,0.00,N/A,0.92,N/A
230,N/A,N/A,grmn,N/A,N/A,N/A,N/A,N/A,N/A,16.62,2.68,2.26,16.18,19.49,7.47,13.52,14.79,6490000000.0,6490000000.0,17.12,2.68,2.30,10.33,2.30,1540000000.0,10.33,456230000.0,2.39,37.00,2.70,1050000000.0,5.53,0.00,2.55,17.63,280470000.0,0.80,36.25,41.70,11550000.0,7.32,10.21,10780000.0,N/A
231,N/A,N/A,grpn,N/A,N/A,N/A,N/A,N/A,12.27,129.38,0.76,5.09,0.66,0.58,0.57,14.43,4.80,1630000000.0,1630000000.0,103.50,2.84,0.52,25.23,0.52,1390000000.0,25.23,102180000.0,0.03,N/A,3.80,853360000.0,1.45,57720000.0,0.89,0.79,254870000.0,1.42,21.21,64.90,78690000.0,10.25,19.84,76400000.0,N/A
232,N/A,N/A,gs,N/A,N/A,N/A,N/A,N/A,435.75,12.68,1.97,0.88,17.99,38.05,0.71,7.14,75.34,267899999999.99997,267899999999.99997,8.11,2.06,7.92,N/A,7.92,33820000000.0,N/A,5550000000.0,12.14,64.70,5.40,718890000000.0,628.05,379920000000.0,1.67,171.05,6960000000.0,1.37,6.42,72.70,5060000.0,1.06,1.30,5060000.0,N/A
233,N/A,N/A,gt,N/A,N/A,N/A,N/A,N/A,138.97,29.36,0.52,2.17,1.87,9.96,5.94,8.78,61.13,13100000000.0,13100000000.0,8.06,1.27,0.80,5.61,0.80,4280000000.0000005,5.61,307000000.0,1.13,N/A,6.70,1480000000.0,5.53,5760000000.0,1.24,14.68,1690000000.0,2.39,0.27,88.80,18170000.0,4.25,6.88,17400000.0,N/A
234,N/A,N/A,gtn,N/A,N/A,N/A,N/A,N/A,287.82,22.35,1.44,2.01,6.58,25.60,4.76,12.18,8.74,2049999999.9999998,2049999999.9999998,13.00,0.96,3.43,10.17,3.43,223170000.0,10.17,39300000.0,0.57,52.00,4.70,97320000.0,1.36,1240000000.0,3.26,5.99,105610000.0,3.11,5.84,84.50,1970000.0,2.49,4.67,2060000.0,N/A
235,N/A,N/A,gww,N/A,N/A,N/A,N/A,N/A,82.41,18.76,1.36,5.75,7.71,13.04,14.65,27.86,153.07,15180000000.0,15180000000.0,17.01,4.77,1.52,9.93,1.52,4230000000.0000005,9.93,769000000.0,11.58,2.40,1.30,240260000.0,3.87,1940000000.0,1.68,37.93,1010000000.0,0.59,13.10,86.30,11000000.0,12.48,17.98,11020000.0,N/A
236,N/A,N/A,hal,N/A,N/A,N/A,N/A,N/A,99.04,N/A,1.25,1.91,2.84,9.44,4.04,4.16,27.71,36210000000.0,36210000000.0,26.17,12.19,1.53,8.90,1.53,2520000000.0,8.90,666000000.0,0.79,N/A,42.10,10140000000.0,11.81,15350000000.0,4.03,18.06,2910000000.0,0.91,0.24,79.80,32520000.000000004,2.42,3.84,34130000.0,N/A
237,N/A,N/A,har,N/A,N/A,N/A,N/A,N/A,42.62,17.06,0.83,2.23,5.25,8.63,7.06,15.61,91.56,6400000000.0,6400000000.0,10.97,0.85,0.98,8.31,0.98,1820000000.0,8.31,343470000.0,4.77,2.90,11.90,446340000.0,6.27,1050000000.0,1.44,34.38,348390000.0,1.10,0.56,101.10,2990000.0,2.17,4.70,3280000.0,N/A
238,N/A,N/A,has,N/A,N/A,N/A,N/A,N/A,100.45,21.84,2.19,5.85,10.16,15.56,9.36,27.82,35.58,10440000000.0,10440000000.0,17.93,1.76,2.35,12.33,2.35,2770000000.0,12.33,451840000.0,3.57,3.40,12.80,999290000.0,8.01,1710000000.0,2.69,13.33,552450000.0,0.98,10.03,87.60,10000000.0,7.25,10.17,9570000.0,N/A
239,N/A,N/A,hban,N/A,N/A,N/A,N/A,N/A,N/A,12.12,2.62,1.22,23.96,36.21,1.01,10.72,3.60,14420000000.0,14420000000.0,10.02,1.59,4.99,N/A,4.99,N/A,N/A,661080000.0,0.81,9.00,3.40,1210000000.0,1.52,7830000000.0,N/A,7.81,1030000000.0,1.24,0.99,72.90,37030000.0,1.80,4.61,24220000.0,N/A
240,N/A,N/A,hcn,N/A,N/A,N/A,N/A,N/A,84.43,28.44,6.13,1.70,23.41,28.31,2.48,6.15,10.84,36570000000.0,36570000000.0,14.04,3.03,9.69,19.21,9.69,2150000000.0,19.21,818340000.0,2.34,27.20,17.30,360910000.0,1.02,12970000000.0,1.38,38.29,1370000000.0,0.10,0.31,92.60,14060000.0,4.69,4.69,12570000.0,N/A
241,N/A,N/A,hcp,N/A,N/A,N/A,N/A,N/A,113.64,N/A,5.80,1.58,21.98,51.21,3.81,5.27,5.50,26220000000.0,26220000000.0,11.50,5.88,10.31,14.47,10.31,2430000000.0,14.47,560550000.0,1.21,N/A,10.70,346500000.0,0.74,11080000000.0,13.86,20.07,1220000000.0,0.08,0.20,89.70,14440000.0,3.35,3.60,14410000.0,N/A
242,N/A,N/A,hes,N/A,N/A,N/A,N/A,N/A,32.50,N/A,2.11,0.71,46.79,37.73,4.24,13.85,23.03,18580000000.0,18580000000.0,N/A,0.41,2.84,8.67,2.84,3310000000.0,8.67,3010000000.0,10.78,N/A,45.40,2720000000.0,9.49,6630000000.0,1.68,67.77,1980000000.0,1.41,12.56,79.30,17680000.0,2.71,7.02,12760000.0,N/A
243,N/A,N/A,hig,N/A,N/A,N/A,N/A,N/A,30.38,11.29,0.95,0.99,9.15,12.78,0.62,9.20,44.23,21030000000.0,21030000000.0,10.09,1.54,1.15,7.86,1.15,7600000000.0,7.86,1670000000.0,3.96,10.20,1.80,2290000000.0,5.70,5360000000.0,5.13,43.91,N/A,1.06,0.18,92.50,5180000.0,1.62,1.23,4790000.0,N/A
244,N/A,N/A,hog,N/A,N/A,N/A,N/A,N/A,374.55,13.26,1.46,4.76,12.55,19.42,7.45,31.68,29.58,15440000000.0,15440000000.0,11.41,1.18,2.58,11.34,2.58,2380000000.0,11.34,752210000.0,3.69,43.30,1.60,445640000.0,2.42,6890000000.0,1.45,10.01,1100000000.0,0.74,0.50,82.60,24760000.0,5.98,11.79,23360000.0,N/A
245,N/A,N/A,hon,N/A,N/A,N/A,N/A,N/A,64.51,18.05,2.16,4.57,12.36,17.70,9.01,26.41,49.48,88410000000.0,88410000000.0,15.00,1.99,2.29,11.47,2.29,11830000000.0,11.47,4770000000.0,6.04,24.90,2.80,7540000000.0,9.79,12070000000.0,1.09,23.73,5450000000.0,0.89,0.17,78.60,5270000.0,1.48,0.75,4200000.0,N/A
246,N/A,N/A,hot,N/A,N/A,N/A,N/A,N/A,181.60,24.45,3.87,9.03,16.16,27.75,6.20,34.60,17.91,13200000000.0,13200000000.0,23.09,4.18,4.36,12.52,4.36,4240000000.0,12.52,489000000.0,2.88,29.10,9.60,1050000000.0,6.21,2360000000.0,1.03,7.68,890000000.0,1.83,6.38,87.70,3280000.0,1.23,1.93,2020000.0,N/A
247,N/A,N/A,hov,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.10,N/A,0.75,3.58,1.96,N/A,14.63,2300000000.0,2300000000.0,3.86,0.19,1.07,28.71,1.07,322810000.0,28.71,16100000.000000002,0.11,92.10,0.70,245400000.0,1.68,2200000000.0,3.35,1.80,320540000.0,1.96,9.90,46.20,18660000.0,9.09,15.67,21250000.0,N/A
248,N/A,N/A,hp,N/A,N/A,N/A,N/A,N/A,11.01,29.37,2.58,1.39,9.05,17.48,4.07,4.81,24.07,6480000000.0,6480000000.0,N/A,2.04,2.50,6.35,2.50,1460000000.0,6.35,233370000.0,2.16,92.10,54.00,898040000.0,8.31,531760000.0,3.61,44.72,1330000000.0,1.16,2.84,99.50,22420000.0,7.43,27.19,18830000.0,N/A
249,N/A,N/A,hpq,N/A,N/A,N/A,N/A,N/A,N/A,5.62,0.20,N/A,3.72,7.82,7.82,41.97,56.53,23820000000.0,23820000000.0,7.09,4.92,0.23,2.15,0.23,24760000000.0,2.15,4430000000.0,2.08,56.70,54.40,3690000000.0,2.08,6730000000.0,0.90,3.25,5640000000.0,1.54,10.50,69.30,34510000.0,1.78,2.16,39400000.0,N/A
250,N/A,N/A,hrb,N/A,N/A,N/A,N/A,N/A,N/A,16.98,2.14,N/A,14.86,23.81,17.02,77.56,11.27,7790000000.0,7790000000.0,13.48,1.59,2.53,8.63,2.53,1750000000.0,8.63,469010000.0,1.66,N/A,4.60,362800000.0,1.54,1500000000.0,1.28,0.12,651470000.0,0.83,0.37,88.40,7600000.0,3.17,2.76,8000000.0,N/A
251,N/A,N/A,hrl,N/A,N/A,N/A,N/A,N/A,6.00,31.58,2.51,5.53,8.18,12.75,12.59,19.00,17.33,22920000000.0,22920000000.0,26.57,1.85,2.50,17.62,2.50,1810000000.0,17.62,749430000.0,1.38,36.90,4.30,375210000.0,0.71,250000000.0,1.91,7.87,1020000000.0,0.73,48.89,33.70,16110000.0,4.68,5.99,15250000.0,N/A
252,N/A,N/A,hrs,N/A,N/A,N/A,N/A,N/A,154.55,145.42,1.56,3.05,1.03,18.19,8.58,3.28,55.28,14540000000.0,14540000000.0,13.03,7.32,2.28,9.97,2.28,1720000000.0,9.97,83000000.0,0.55,N/A,52.80,511000000.0,4.10,5030000000.0,1.33,26.13,1020000000.0,1.33,0.30,85.20,4070000.0000000005,3.01,3.30,4019999.9999999995,N/A
253,N/A,N/A,hst,N/A,N/A,N/A,N/A,N/A,55.60,22.47,2.23,1.70,10.31,12.49,3.53,7.71,7.20,16390000000.0,16390000000.0,9.61,1.84,3.03,11.77,3.03,3380000000.0,11.77,558000000.0,0.74,35.80,2.10,239000000.0,0.32,4019999999.9999995,0.90,9.41,1170000000.0,1.17,1.72,103.10,49160000.0,4.66,8.73,44090000.0,N/A
254,N/A,N/A,hsy,N/A,N/A,N/A,N/A,N/A,231.09,39.97,2.70,19.97,6.94,19.77,16.65,39.97,33.72,22150000000.0,22150000000.0,19.98,2.96,3.00,12.99,3.00,3380000000.0,12.99,512950000.00000006,2.32,5.40,5.00,346530000.0,1.60,2420000000.0,0.83,4.60,1210000000.0,0.43,0.20,75.40,5790000.0,3.80,3.98,5110000.0,N/A
255,N/A,N/A,htz,N/A,N/A,N/A,N/A,N/A,710.52,18.47,N/A,N/A,2.59,7.90,N/A,11.37,23.31,N/A,N/A,8.52,0.45,N/A,N/A,N/A,4640000000.0,N/A,273000000.0,0.60,N/A,5.70,N/A,N/A,N/A,N/A,0.00,3330000000.0,2.13,6.14,99.50,33240000.000000004,3.19,8.18,34470000.0,N/A
256,N/A,N/A,hum,N/A,N/A,N/A,N/A,N/A,42.73,22.15,0.50,2.65,2.35,4.32,6.08,12.77,363.25,22300000000.0,22300000000.0,18.75,1.40,0.41,8.66,0.41,10020000000.0,8.66,1280000000.0,8.44,30.30,8.40,9840000000.0,66.34,4420000000.0,1.93,69.77,868000000.0,0.91,0.22,96.30,2480000.0,2.26,1.47,2350000.0,N/A
257,N/A,N/A,ibm,N/A,N/A,N/A,N/A,N/A,276.57,10.61,1.65,9.49,16.14,19.85,8.91,101.10,83.52,168490000000.0,168490000000.0,10.05,1.46,2.06,8.39,2.06,40680000000.0,8.39,13360000000.0,13.42,18.60,8.50,8189999999.999999,8.53,39890000000.0,1.24,14.77,17010000000.000002,0.63,0.05,59.90,25400000.0,4.09,2.57,23430000.0,N/A
258,N/A,N/A,ice,N/A,N/A,N/A,N/A,N/A,49.13,20.64,8.00,1.87,38.17,55.15,1.57,9.44,30.07,33799999999.999996,33799999999.999996,15.01,1.26,10.13,15.90,10.13,4580000000.0,15.90,1270000000.0,11.39,28.50,9.40,656000000.0,5.70,7310000000.0,0.97,124.44,1310000000.0,0.78,1.55,90.00,1290000.0,1.12,1.17,1540000.0,N/A
259,N/A,N/A,iff,N/A,N/A,N/A,N/A,N/A,67.36,21.74,2.85,5.42,13.62,20.25,10.61,26.46,37.58,9680000000.0,9680000000.0,18.74,2.77,3.20,13.80,3.20,1350000000.0,13.80,411670000.0,5.06,20.60,5.30,181990000.0,2.28,1070000000.0000001,1.95,19.86,433580000.0,1.21,1.59,84.20,4010000.0,7.27,5.05,3450000.0,N/A
260,N/A,N/A,intc,N/A,N/A,N/A,N/A,N/A,37.24,13.63,2.67,2.42,20.63,25.93,9.20,19.53,11.67,147100000000.0,147100000000.0,12.03,1.32,2.66,6.38,2.66,34680000000.0,6.38,11420000000.0,2.33,1.30,1.30,25680000000.0,5.44,22750000000.0,2.58,12.93,19020000000.0,1.03,0.04,67.00,74880000.0,2.51,1.58,76980000.0,N/A
261,N/A,N/A,intu,N/A,N/A,N/A,N/A,N/A,194.23,54.24,5.64,39.83,11.37,24.56,14.29,36.86,16.42,26580000000.0,26580000000.0,23.09,1.55,5.95,20.42,5.95,3500000000.0,20.42,552000000.0,1.84,N/A,23.20,334000000.0,1.30,1240000000.0,0.63,2.46,1370000000.0,1.20,4.98,87.90,8590000.0,4.81,3.42,7870000.0,N/A
262,N/A,N/A,ip,N/A,N/A,N/A,N/A,N/A,399.16,17.89,0.72,4.16,4.19,10.66,5.03,20.00,53.58,30960000000.0,30960000000.0,10.73,1.32,1.38,8.46,1.38,6900000000.0,8.46,938000000.0,2.23,N/A,N/A,1050000000.0,2.55,15600000000.0,1.65,9.42,2580000000.0,1.44,0.66,86.70,8180000.0,1.67,2.08,8240000.0,N/A
263,N/A,N/A,ipg,N/A,N/A,N/A,N/A,N/A,78.20,19.52,1.11,4.31,5.97,11.44,4.30,20.61,18.66,9330000000.0,9330000000.0,14.58,1.92,1.23,9.08,1.23,7610000000.0,9.08,454600000.0,1.09,15.70,0.50,1510000000.0,3.75,1760000000.0,1.01,4.88,674000000.0,1.62,0.56,97.40,12520000.0,2.67,3.04,12890000.0,N/A
264,N/A,N/A,ir,N/A,N/A,N/A,N/A,N/A,72.10,23.72,1.11,2.58,5.00,11.22,5.48,11.86,50.17,18600000000.0,18600000000.0,13.87,2.01,1.40,10.25,1.40,4000000000.0,10.25,688900000.0,2.48,8.60,2.60,736800000.0,2.87,4240000000.0,1.26,22.26,851100000.0,1.39,0.32,86.30,2790000.0,1.19,1.06,2520000.0,N/A
265,N/A,N/A,irm,N/A,N/A,N/A,N/A,N/A,916.69,54.34,2.15,12.71,4.10,17.88,5.22,17.90,14.27,11440000000.0,11440000000.0,13.41,1.40,3.80,12.79,3.80,1720000000.0,12.79,123240000.0,0.59,55.30,3.30,128380000.0,0.61,4850000000.0,1.02,2.41,541760000.0,0.78,4.63,101.40,18530000.0,14.53,11.78,18710000.0,N/A
266,N/A,N/A,isrg,N/A,N/A,N/A,N/A,N/A,N/A,37.35,9.06,4.97,24.87,31.82,10.62,15.30,63.81,20140000000.0,20140000000.0,25.13,1.97,8.51,24.01,8.51,1580000000.0,24.01,588800000.0,15.54,29.40,12.00,1560000000.0,41.73,0.00,4.46,115.50,771900000.0,0.19,1.18,92.50,1760000.0,3.68,4.25,1550000.0,N/A
267,N/A,N/A,itw,N/A,N/A,N/A,N/A,N/A,141.97,19.14,2.63,6.76,14.17,21.40,10.80,31.51,36.44,40040000000.0,40040000000.0,16.44,2.15,2.99,11.98,2.99,5520000000.0,11.98,1900000000.0,5.13,N/A,6.50,3090000000.0,8.49,7420000000.0,2.84,14.36,2300000000.0,1.08,0.98,77.40,6160000.0,2.49,2.45,7020000.0,N/A
268,N/A,N/A,ivz,N/A,N/A,N/A,N/A,N/A,84.73,13.29,2.30,1.50,18.90,26.92,3.79,10.63,12.26,17500000000.0,17500000000.0,10.49,1.69,3.42,11.88,3.42,5120000000.0,11.88,943500000.0,2.26,25.20,2.90,2510000000.0,6.02,7510000000.0,6.63,18.89,1050000000.0,1.60,1.32,85.60,7280000.0,1.48,1.73,7600000.0,N/A
269,N/A,N/A,jbl,N/A,N/A,N/A,N/A,N/A,90.23,12.37,0.22,1.70,1.85,3.49,4.24,15.16,96.20,5180000000.0,5180000000.0,7.73,0.68,0.28,4.26,0.28,1500000000.0,4.26,351560000.0,1.76,82.80,14.50,1130000000.0,5.93,2170000000.0,1.09,12.50,1200000000.0,0.71,8.71,99.00,10520000.0,3.58,5.67,12060000.0,N/A
